id,title,publication_year,authors,source,cited_by_count,doi
https://openalex.org/W1903029394,Fully convolutional networks for semantic segmentation,2015,Jonathan Long; Evan Shelhamer; Trevor Darrell,Unknown,37186,https://doi.org/10.1109/cvpr.2015.7298965
https://openalex.org/W2401404581,DADA2: High-resolution sample inference from Illumina amplicon data,2016,Benjamin J. Callahan; Paul J. McMurdie; Michael Rosen; Andrew Han; Amy Jo A Johnson; Susan Holmes,Nature Methods,37136,https://doi.org/10.1038/nmeth.3869
https://openalex.org/W4254687493,ggplot2,2016,Hadley Wickham,Use R!,33532,https://doi.org/10.1007/978-3-319-24277-4
https://openalex.org/W2963341956,Unknown,2019,Jacob Devlin; Ming‐Wei Chang; Kenton Lee; Kristina Toutanova,Unknown,33123,https://doi.org/10.18653/v1/n19-1423
https://openalex.org/W2051978340,Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology,2015,Sue Richards; Nazneen Aziz; Sherri J. Bale; David Bick; Soma Das; Julie M. Gastier‐Foster; Wayne W. Grody; Madhuri Hegde; Elaine Lyon; Elaine Spector; Karl V. Voelkerding; Heidi L. Rehm,Genetics in Medicine,32848,https://doi.org/10.1038/gim.2015.30
https://openalex.org/W2970684805,RoB 2: a revised tool for assessing risk of bias in randomised trials,2019,Jonathan A C Sterne; Jelena Savović; Matthew J. Page; Roy G. Elbers; Natalie Blencowe; Isabelle Boutron; Christopher J Cates; Hung‐Yuan Cheng; Mark Corbett; Sandra Eldridge; Jonathan Emberson; Miguel A. Hernán; Sally Hopewell; Asbjørn Hróbjartsson; Daniela R. Junqueira; Peter Jüni; Jamie J Kirkham; Toby J Lasserson; Tianjing Li; Alexandra McAleenan; Barnaby C Reeves; Sasha Shepperd; Ian Shrier; Lesley Stewart; Kate Tilling; Ian R. White; Penny Whiting; Julian P. T. Higgins,BMJ,32011,https://doi.org/10.1136/bmj.l4898
https://openalex.org/W3025949386,The ERA5 global reanalysis,2020,Hans Hersbach; Bill Bell; Paul Berrisford; Shoji Hirahara; Ándrás Horányi; Joaquín Muñoz‐Sabater; Julien P. Nicolas; Carole Peubey; Raluca Radu; Dinand Schepers; A. J. Simmons; Cornel Soci; Saleh Abdalla; Xavier Abellan; Gianpaolo Balsamo; Peter Bechtold; G. Biavati; Jean‐Raymond Bidlot; Massimo Bonavita; Giovanna De Chiara; Per Dahlgren; Dick Dee; Michail Diamantakis; Rossana Dragani; Johannes Flemming; Richard Forbes; Manuel Fuentes; Alan Geer; Leo Haimberger; S. B. Healy; Robin J. Hogan; Elías Hólm; Marta Janisková; Sarah Keeley; Patrick Laloyaux; Philippe Lopez; Cristina Lupu; Gábor Radnóti; Patricia de Rosnay; I. Rozum; Freja Vamborg; Sébastien Villaume; Jean‐Noël Thépaut,Quarterly Journal of the Royal Meteorological Society,31280,https://doi.org/10.1002/qj.3803
https://openalex.org/W2183341477,Rethinking the Inception Architecture for Computer Vision,2016,Christian Szegedy; Vincent Vanhoucke; Sergey Ioffe; Jon Shlens; Zbigniew Wojna,Unknown,31231,https://doi.org/10.1109/cvpr.2016.308
https://openalex.org/W3008827533,Clinical Characteristics of Coronavirus Disease 2019 in China,2020,Wei‐jie Guan; Zhengyi Ni; Yu Hu; Wenhua Liang; Chun‐Quan Ou; Jianxing He; Lei Liu; Hong Shan; Chunliang Lei; David S.C. Hui; Bin Du; Lanjuan Li; Guang Zeng; Kwok‐Yung Yuen; Ruchong Chen; Chunli Tang; Tao Wang; Pingyan Chen; Jie Xiang; Shiyue Li; Jinlin Wang; Zijing Liang; Yixiang Peng; Wei Li; Yong Liu; Yahua Hu; Peng Peng; Jianming Wang; Jiyang Liu; Zhong Chen; Gang Li; Zhijian Zheng; Shaoqin Qiu; Jie Luo; Chang-jiang Ye; Shaoyong Zhu; Nanshan Zhong,New England Journal of Medicine,31205,https://doi.org/10.1056/nejmoa2002032
https://openalex.org/W3138516171,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,2021,Ze Liu; Yutong Lin; Yue Cao; Han Hu; Yixuan Wei; Zheng Zhang; Stephen Lin; Baining Guo,2021 IEEE/CVF International Conference on Computer Vision (ICCV),31078,https://doi.org/10.1109/iccv48922.2021.00986
https://openalex.org/W2560367415,PD-1 and PD-L1 Immune Checkpoint Blockade to Treat Breast Cancer,2016,Andreas D. Hartkopf; Florin‐Andrei Taran; Markus Wallwiener; Christina B. Walter; Bernhard Krämer; Eva‐Maria Grischke; Sara Y. Brucker,Breast Care,30920,https://doi.org/10.1159/000453569
https://openalex.org/W2951912016,fastp: an ultra-fast all-in-one FASTQ preprocessor,2018,Shifu Chen; Yanqing Zhou; Yaru Chen; Jia Gu,Bioinformatics,30704,https://doi.org/10.1093/bioinformatics/bty560
https://openalex.org/W3106250896,SSD: Single Shot MultiBox Detector,2016,Wei Liu; Dragomir Anguelov; Dumitru Erhan; Christian Szegedy; Scott Reed,Unknown,30534,Unknown
https://openalex.org/W2145339207,Human-level control through deep reinforcement learning,2015,Volodymyr Mnih; Koray Kavukcuoglu; David Silver; Andrei A. Rusu; Joel Veness; Marc G. Bellemare; Alex Graves; Martin Riedmiller; Andreas Fidjeland; Georg Ostrovski; Stig Petersen; Charles Beattie; Amir Sadik; Ioannis Antonoglou; Helen King; Dharshan Kumaran; Daan Wierstra; Shane Legg; Demis Hassabis,Nature,30501,https://doi.org/10.1038/nature14236
https://openalex.org/W3001897055,"A Novel Coronavirus from Patients with Pneumonia in China, 2019",2020,Na Zhu; Dingyu Zhang; Wenling Wang; Xingwang Li; Bo Yang; Jingdong Song; Xiang Zhao; Baoying Huang; Weifeng Shi; Roujian Lu; Peihua Niu; Faxian Zhan; Xuejun Ma; Dayan Wang; Wenbo Xu; Guizhen Wu; George F. Gao; Wenjie Tan,New England Journal of Medicine,30451,https://doi.org/10.1056/nejmoa2001017
https://openalex.org/W2607031541,"Magnesium Replacement Improves the Metabolic Profile in Obese and Pre-Diabetic Patients with Mild-to-Moderate Chronic Kidney Disease: A 3-Month, Randomised, Double-Blind, Placebo-Controlled Study",2017,Ömer Toprak; Hüseyin Kurt; Yasin Sarı; Cihat Şarkış; Halil Us; Ali Kırık,Kidney & Blood Pressure Research,29697,https://doi.org/10.1159/000468530
https://openalex.org/W3009885589,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",2020,Fei Zhou; Ting Yu; Ronghui Du; Guohui Fan; Ying Liu; Zhibo Liu; Jie Xiang; Yeming Wang; Bin Song; Xiaoying Gu; Lulu Guan; Yuan Wei; Hui Li; Xudong Wu; Jiuyang Xu; Shengjin Tu; Yi Zhang; Hua Chen; Bin Cao,The Lancet,29181,https://doi.org/10.1016/s0140-6736(20)30566-3
https://openalex.org/W2963150697,Mask R-CNN,2017,Kaiming He; Georgia Gkioxari; Piotr Dollár; Ross Girshick,Unknown,29175,https://doi.org/10.1109/iccv.2017.322
https://openalex.org/W2565639579,Feature Pyramid Networks for Object Detection,2017,Tsung-Yi Lin; Piotr Dollár; Ross Girshick; Kaiming He; Bharath Hariharan; Serge Belongie,Unknown,29156,https://doi.org/10.1109/cvpr.2017.106
https://openalex.org/W2752782242,Squeeze-and-Excitation Networks,2018,Jie Hu; Li Shen; Gang Sun,Unknown,29124,https://doi.org/10.1109/cvpr.2018.00745
https://openalex.org/W2280404143,The Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3),2016,Mervyn Singer; Clifford S. Deutschman; Christopher W. Seymour; Manu Shankar‐Hari; Djillali Annane; Michael Bauer; Rinaldo Bellomo; Gordon R. Bernard; Jean‐Daniel Chiche; Craig M. Coopersmith; Richard S. Hotchkiss; Mitchell M. Levy; John C. Marshall; Greg S. Martin; Steven M. Opal; Gordon D. Rubenfeld; Tom van der Poll; Jean‐Louis Vincent; Derek C. Angus,JAMA,28448,https://doi.org/10.1001/jama.2016.0287
https://openalex.org/W2327037637,A Guideline of Selecting and Reporting Intraclass Correlation Coefficients for Reliability Research,2016,Terry K. Koo; Mae Y. Li,Journal of Chiropractic Medicine,28442,https://doi.org/10.1016/j.jcm.2016.02.012
https://openalex.org/W2567289819,Unknown,2016,Unknown,Philosophy study,28324,https://doi.org/10.17265/2159-5313/2016.09.003
https://openalex.org/W1536680647,Fast R-CNN,2015,Ross Girshick,Unknown,28161,https://doi.org/10.1109/iccv.2015.169
https://openalex.org/W2917837889,"Global cancer statistics, 2012",2015,Lindsey A. Torre; Freddie Bray; Rebecca L. Siegel; Jacques Ferlay; Joannie Lortet‐Tieulent; Ahmedin Jemal,CA A Cancer Journal for Clinicians,27392,https://doi.org/10.3322/caac.21262
https://openalex.org/W2161374186,Preferred reporting items for systematic review and meta-analysis protocols (PRISMA-P) 2015 statement,2015,PRISMA-P Group; David Moher; Larissa Shamseer; Mike Clarke; Davina Ghersi; Alessandro Liberati; Mark Petticrew; Paul Shekelle; Lesley Stewart,Systematic Reviews,26838,https://doi.org/10.1186/2046-4053-4-1
https://openalex.org/W2102278945,HISAT: a fast spliced aligner with low memory requirements,2015,Daehwan Kim; Ben Langmead; Steven L. Salzberg,Nature Methods,26590,https://doi.org/10.1038/nmeth.3317
https://openalex.org/W2963351448,Focal Loss for Dense Object Detection,2017,Tsung-Yi Lin; Priya Goyal; Ross Girshick; Kaiming He; Piotr Dollár,Unknown,26333,https://doi.org/10.1109/iccv.2017.324
https://openalex.org/W2963163009,MobileNetV2: Inverted Residuals and Linear Bottlenecks,2018,Mark Sandler; Andrew Howard; Menglong Zhu; Andrey Zhmoginov; Liang-Chieh Chen,Unknown,25935,https://doi.org/10.1109/cvpr.2018.00474
https://openalex.org/W2560438049,Rayyan—a web and mobile app for systematic reviews,2016,Mourad Ouzzani; Hossam M. Hammady; Zbys Fedorowicz; Ahmed K. Elmagarmid,Systematic Reviews,25599,https://doi.org/10.1186/s13643-016-0384-4
https://openalex.org/W3118608800,Learning Multiple Layers of Features from Tiny Images,2024,Alex Krizhevsky,Unknown,25504,https://doi.org/10.57702/zp44cu3g
https://openalex.org/W2905811773,When to use and how to report the results of PLS-SEM,2018,Joseph F. Hair; Jeffrey J. Risher; Marko Sarstedt; Christian M. Ringle,European Business Review,25282,https://doi.org/10.1108/ebr-11-2018-0203
https://openalex.org/W2944434778,The REDCap consortium: Building an international community of software platform partners,2019,Paul A. Harris; Robert J. Taylor; Brenda L. Minor; Veida Elliott; Michelle Fernández; Lindsay O’Neal; Laura McLeod; Giovanni Delacqua; Francesco Delacqua; Jacqueline Kirby; Stephany N. Duda,Journal of Biomedical Informatics,24619,https://doi.org/10.1016/j.jbi.2019.103208
https://openalex.org/W2963276645,"Reproducible, interactive, scalable and extensible microbiome data science using QIIME 2",2019,Evan Bolyen; Jai Ram Rideout; Matthew R. Dillon; Nicholas A. Bokulich; Christian C. Abnet; Gabriel A. Al‐Ghalith; Harriet Alexander; Eric J. Alm; Manimozhiyan Arumugam; Francesco Asnicar; Yang Bai; Jordan E. Bisanz; Kyle Bittinger; Asker Brejnrod; Colin Brislawn; C. Titus Brown; Benjamin J. Callahan; Andrés Mauricio Caraballo‐Rodríguez; John Chase; Emily K. Cope; Ricardo Silva; Christian Diener; Pieter C. Dorrestein; Gavin M. Douglas; Daniel M. Durall; Claire Duvallet; Christian F. Edwardson; Madeleine Ernst; Mehrbod Estaki; Jennifer Fouquier; Julia M. Gauglitz; Sean M. Gibbons; Deanna L. Gibson; Antonio González; Kestrel Gorlick; Jiarong Guo; Benjamin Hillmann; Susan Holmes; Hannes Holste; Curtis Huttenhower; Gavin Huttley; Stefan Janssen; Alan K. Jarmusch; Lingjing Jiang; Benjamin D. Kaehler; Kyo Bin Kang; Christopher R. Keefe; Paul Keim; Scott T. Kelley; Dan Knights; Irina Koester; Tomasz Kościółek; Jorden Kreps; Morgan G. I. Langille; Joslynn S. Lee; Ruth E. Ley; Yongxin Liu; Erikka Loftfield; Catherine Lozupone; Massoud Maher; Clarisse Marotz; Bryan D Martin; Daniel McDonald; Lauren J. McIver; Alexey V. Melnik; Jessica L. Metcalf; Sydney Morgan; Jamie Morton; Ahmad Turan Naimey; José A. Navas-Molina; Louis‐Félix Nothias; Stephanie B. Orchanian; Talima Pearson; Samuel L Peoples; Daniel Petras; Mary L. Preuss; Elmar Pruesse; Lasse Buur Rasmussen; Adam R. Rivers; Michael S. Robeson; Patrick Rosenthal; Nicola Segata; Michael Shaffer; Arron Shiffer; Rashmi Sinha; Se Jin Song; John R. Spear; Austin D. Swafford; Luke Thompson; Pedro J. Torres; Pauline Trinh; Anupriya Tripathi; Peter J. Turnbaugh; Sabah Ul-Hasan; Justin J. J. van der Hooft; Fernando Vargas; Yoshiki Vázquez‐Baeza; Emily Vogtmann; Max von Hippel; William A. Walters,Nature Biotechnology,24600,https://doi.org/10.1038/s41587-019-0209-9
https://openalex.org/W2588681363,The “Golden Age” of Probiotics: A Systematic Review and Meta-Analysis of Randomized and Observational Studies in Preterm Infants,2017,Elda Dermyshi; Yizhong Wang; Chongbing Yan; Wenchao Hong; Gang Qiu; Xiaohui Gong; Ting Zhang,Neonatology,24494,https://doi.org/10.1159/000454668
https://openalex.org/W4393935425,Global cancer statistics 2022: GLOBOCAN estimates of incidence and mortality worldwide for 36 cancers in 185 countries,2024,Freddie Bray; Mathieu Laversanne; Hyuna Sung; Jacques Ferlay; Rebecca L. Siegel; Isabelle Soerjomataram; Ahmedin Jemal,CA A Cancer Journal for Clinicians,24424,https://doi.org/10.3322/caac.21834
https://openalex.org/W4392145873,"Two new Later Stone Age sites from the Final Pleistocene in the Falémé Valley, eastern Senegal",2024,"Ndiaye, Matar; Lespez, Laurent; Tribolo, Chantal; Rasse, Michel; Hadjas, Irka; Davidoux, Sarah; Huysecom, Éric; Douze, Katja",University of Lisbon Repository (University of Lisbon),24021,https://doi.org/10.3929/ethz-b-000667478
https://openalex.org/W2774486220,<b>lmerTest</b> Package: Tests in Linear Mixed Effects Models,2017,Alexandra Kuznetsova; Per B. Brockhoff; Rune Haubo Bojesen Christensen,Journal of Statistical Software,23998,https://doi.org/10.18637/jss.v082.i13
https://openalex.org/W1515587369,The Discovery of Grounded Theory,2017,Barney G. Glaser; Anselm L. Strauss,Unknown,23821,https://doi.org/10.4324/9780203793206
https://openalex.org/W3004280078,A pneumonia outbreak associated with a new coronavirus of probable bat origin,2020,Peng Zhou; Xing‐Lou Yang; Xian-Guang Wang; Ben Hu; Lei Zhang; Wei Zhang; Hao-Rui Si; Yan Zhu; Bei Li; Chao-Lin Huang; Huidong Chen; Jing Chen; Yun Luo; Hua Guo; Ren-Di Jiang; Mei-Qin Liu; Ying Chen; Xu-Rui Shen; Xi Wang; Xiao-Shuang Zheng; Kai Zhao; Quan-Jiao Chen; Fēi Dèng; Linlin Liu; Bing Yan; Fa-Xian Zhan; Yanyi Wang; Gengfu Xiao; Zheng‐Li Shi,Nature,23400,https://doi.org/10.1038/s41586-020-2012-7
https://openalex.org/W2124192278,Numerical Heat Transfer and Fluid Flow,2018,Suhas V. Patankar,Unknown,23394,https://doi.org/10.1201/9781482234213
https://openalex.org/W3035965352,Array programming with NumPy,2020,Charles R. Harris; K. Jarrod Millman; Stéfan J. van der Walt; Ralf Gommers; Pauli Virtanen; David Cournapeau; Eric Wieser; Julian Taylor; Sebastian Berg; Nathaniel J. Smith; Robert Kern; Matti Picus; Stephan Hoyer; Marten H. van Kerkwijk; Matthew Brett; Allan Haldane; Jaime Fernández del Río; Mark Wiebe; Pearu Peterson; Pierre Gérard-Marchant; Kevin Sheppard; Tyler Reddy; Warren Weckesser; Hameer Abbasi; Christoph Gohlke; Travis E. Oliphant,Nature,23063,https://doi.org/10.1038/s41586-020-2649-2
https://openalex.org/W2884585870,CBAM: Convolutional Block Attention Module,2018,Sanghyun Woo; Jongchan Park; Joon‐Young Lee; In So Kweon,Lecture notes in computer science,22980,https://doi.org/10.1007/978-3-030-01234-2_1
https://openalex.org/W4251751280,MEGA11: Molecular Evolutionary Genetics Analysis Version 11,2021,Koichiro Tamura; Glen Stecher; Sudhir Kumar,Molecular Biology and Evolution,22757,https://doi.org/10.1093/molbev/msab120
https://openalex.org/W3002108456,"Epidemiological and clinical characteristics of 99 cases of 2019 novel coronavirus pneumonia in Wuhan, China: a descriptive study",2020,Nanshan Chen; Min Zhou; Xuan Dong; Jieming Qu; Fengyun Gong; Yang Han; Yang Qiu; Jingli Wang; Ying Liu; Yuan Wei; Jiaan Xia; Ting Yu; Xinxin Zhang; Li Zhang,The Lancet,22716,https://doi.org/10.1016/s0140-6736(20)30211-7
https://openalex.org/W4214907476,Advances In Experimental Social Psychology,2022,Unknown,Advances in experimental social psychology,22492,https://doi.org/10.1016/s0065-2601(22)x0002-6
https://openalex.org/W2412782625,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs",2017,Liang-Chieh Chen; George Papandreou; Iasonas Kokkinos; Kevin Murphy; Alan Yuille,IEEE Transactions on Pattern Analysis and Machine Intelligence,22388,https://doi.org/10.1109/tpami.2017.2699184
https://openalex.org/W4281687410,Diagnostic and Statistical Manual of Mental Disorders,2022,Unknown,American Psychiatric Association Publishing eBooks,22328,https://doi.org/10.1176/appi.books.9780890425787
